3SsnPorch,2ndFlrSF,HalfBath,OverallQual,OverallCond,LotArea,GrLivArea,YearRemodAdd,MasVnrArea,1stFlrSF,BsmtFullBath,LotFrontage,MiscVal,KitchenAbvGr,WoodDeckSF,BsmtHalfBath,TotalBsmtSF,TotRmsAbvGrd,YrSold,OpenPorchSF,LowQualFinSF,BsmtUnfSF,GarageYrBlt,FullBath,GarageCars,YearBuilt,BsmtFinSF1,BsmtFinSF2,PoolArea,ScreenPorch,Fireplaces,GarageArea,EnclosedPorch,BedroomAbvGr,MasVnrType_E,LotConfig_E,LandSlope_E,GarageQual_E,Exterior1st_E,GarageFinish_E,Electrical_E,BsmtQual_E,HouseStyle_E,Foundation_E,BsmtCond_E,HeatingQC_E,CentralAir_E,BsmtExposure_E,Utilities_E,LotShape_E,Condition1_E,Condition2_E,PavedDrive_E,BldgType_E,SaleType_E,MSZoning_E,Exterior2nd_E,Heating_E,MSSubClass_E,KitchenQual_E,BsmtFinType2_E,BsmtFinType1_E,GarageType_E,LandContour_E,Neighborhood_E,Fence_E,MoSold_E,SaleCondition_E,ExterQual_E,Functional_E,Alley_E,RoofStyle_E,Street_E,ExterCond_E,PoolQC_E,FireplaceQu_E,RoofMatl_E,GarageCond_E,MasVnrType_E,LotConfig_E,LandSlope_E,GarageQual_E,Exterior1st_E,GarageFinish_E,Electrical_E,BsmtQual_E,HouseStyle_E,Foundation_E,BsmtCond_E,HeatingQC_E,CentralAir_E,BsmtExposure_E,Utilities_E,LotShape_E,Condition1_E,Condition2_E,PavedDrive_E,BldgType_E,SaleType_E,MSZoning_E,Exterior2nd_E,Heating_E,MSSubClass_E,KitchenQual_E,BsmtFinType2_E,BsmtFinType1_E,GarageType_E,LandContour_E,Neighborhood_E,Fence_E,MoSold_E,SaleCondition_E,ExterQual_E,Functional_E,Alley_E,RoofStyle_E,Street_E,ExterCond_E,PoolQC_E,FireplaceQu_E,RoofMatl_E,GarageCond_E
0,0.0,0,5,5,9.98741501247,6.89669433162,1954,0.0,6.89669433162,0.0,4.61512051684,0,0.69314718056,0,0.0,6.89669433162,4,2008,0,0,988.0,1954.0,1,2.0,1954,0.0,0.0,0,0,0,6.25575004175,0,2,2.0,1.0,2.0,4.0,9.0,3.0,4.0,3.0,6.0,3.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,5.0,5.0,4.0,10.0,6.0,12.0,2.0,6.0,6.0,6.0,4.0,12.0,0.0,4.0,5.0,2.0,7.0,0.0,5.0,2.0,4.0,0.0,0.0,3.0,6.0,2.0,1.0,2.0,4.0,9.0,3.0,4.0,3.0,6.0,3.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,5.0,5.0,4.0,10.0,6.0,12.0,2.0,6.0,6.0,6.0,4.0,12.0,0.0,4.0,5.0,2.0,7.0,0.0,5.0,2.0,4.0,0.0,0.0,3.0,6.0
0,7.0570369817,1,8,5,9.12706745278,7.87511928104,1998,473.0,7.2936977206,1.0,4.39444915467,0,0.69314718056,0,0.0,7.2936977206,8,2008,66,0,484.0,1998.0,2,3.0,1998,986.0,0.0,0,0,1,6.54678541076,0,4,3.0,1.0,1.0,4.0,12.0,4.0,6.0,4.0,7.0,6.0,4.0,4.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,13.0,6.0,15.0,3.0,6.0,7.0,6.0,2.0,25.0,0.0,3.0,5.0,3.0,7.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,6.0,3.0,1.0,1.0,4.0,12.0,4.0,6.0,4.0,7.0,6.0,4.0,4.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,13.0,6.0,15.0,3.0,6.0,7.0,6.0,2.0,25.0,0.0,3.0,5.0,3.0,7.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,6.0
0,0.0,0,6,5,9.10509096126,7.08757370556,1956,74.0,7.08757370556,1.0,4.29045944115,0,0.69314718056,0,0.0,7.08757370556,6,2008,44,0,580.0,1956.0,1,1.0,1956,616.0,0.0,0,0,1,5.69709348651,0,2,3.0,1.0,1.0,4.0,6.0,3.0,4.0,4.0,6.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,6.0,12.0,2.0,6.0,4.0,6.0,2.0,11.0,0.0,2.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,5.0,3.0,6.0,3.0,1.0,1.0,4.0,6.0,3.0,4.0,4.0,6.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,6.0,12.0,2.0,6.0,4.0,6.0,2.0,11.0,0.0,2.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,5.0,3.0,6.0
0,6.52649485957,1,7,8,8.12533508671,7.23705902612,1992,0.0,6.56244409369,0.0,4.11087386417,0,0.69314718056,0,0.0,6.48004456193,6,2009,0,0,651.0,1947.0,1,1.0,1946,0.0,0.0,0,0,2,5.48479693349,126,3,2.0,1.0,1.0,4.0,9.0,2.0,6.0,3.0,7.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,2.0,10.0,6.0,15.0,2.0,6.0,6.0,3.0,4.0,6.0,0.0,12.0,5.0,2.0,7.0,1.0,2.0,2.0,3.0,0.0,5.0,3.0,6.0,2.0,1.0,1.0,4.0,9.0,2.0,6.0,3.0,7.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,2.0,10.0,6.0,15.0,2.0,6.0,6.0,3.0,4.0,6.0,0.0,12.0,5.0,2.0,7.0,1.0,2.0,2.0,3.0,0.0,5.0,3.0,6.0
0,0.0,0,7,5,9.45727857186,7.4054956632,1989,145.0,7.4054956632,1.0,4.2341065046,0,0.69314718056,80,1.0,7.3258075026,5,2009,0,0,0.0,1989.0,2,2.0,1989,1518.0,0.0,0,396,1,6.34563636083,0,2,3.0,1.0,2.0,4.0,6.0,4.0,6.0,4.0,5.0,6.0,4.0,4.0,2.0,5.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,6.0,11.0,3.0,6.0,7.0,6.0,3.0,13.0,0.0,8.0,5.0,3.0,7.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,6.0,3.0,1.0,2.0,4.0,6.0,4.0,6.0,4.0,5.0,6.0,4.0,4.0,2.0,5.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,6.0,11.0,3.0,6.0,7.0,6.0,3.0,13.0,0.0,8.0,5.0,3.0,7.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,6.0
0,0.0,0,4,6,9.05881956433,6.8112443786,1957,0.0,6.8112443786,0.0,4.35670882669,0,0.69314718056,0,0.0,6.8112443786,5,2008,0,0,619.0,1964.0,1,1.0,1957,288.0,0.0,0,0,0,5.86646805693,0,3,2.0,1.0,1.0,4.0,5.0,2.0,6.0,3.0,6.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,6.0,6.0,12.0,2.0,6.0,2.0,3.0,2.0,11.0,0.0,9.0,5.0,2.0,7.0,0.0,5.0,2.0,4.0,0.0,0.0,3.0,6.0,2.0,1.0,1.0,4.0,5.0,2.0,6.0,3.0,6.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,6.0,6.0,12.0,2.0,6.0,2.0,3.0,2.0,11.0,0.0,9.0,5.0,2.0,7.0,0.0,5.0,2.0,4.0,0.0,0.0,3.0,6.0
0,0.0,0,7,5,8.81922185757,7.09754885061,2007,108.0,7.09754885061,1.0,4.1743872699,0,0.69314718056,105,0.0,7.09754885061,6,2007,54,0,544.0,2007.0,2,2.0,2007,664.0,0.0,0,0,0,6.4441312567,0,2,3.0,1.0,1.0,4.0,12.0,3.0,6.0,4.0,6.0,6.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,9.0,4.0,13.0,6.0,12.0,3.0,6.0,7.0,6.0,2.0,17.0,0.0,12.0,6.0,3.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0,3.0,1.0,1.0,4.0,12.0,3.0,6.0,4.0,6.0,6.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,9.0,4.0,13.0,6.0,12.0,3.0,6.0,7.0,6.0,2.0,17.0,0.0,12.0,6.0,3.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0
0,0.0,0,6,5,9.34644345497,7.25347038268,1988,0.0,7.25347038268,1.0,4.8751973232,0,0.69314718056,0,0.0,7.23921497378,6,2009,0,0,387.0,1988.0,2,2.0,1988,1005.0,0.0,0,0,1,6.35784226651,169,3,2.0,3.0,1.0,4.0,9.0,2.0,6.0,4.0,6.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,10.0,6.0,12.0,3.0,6.0,7.0,6.0,2.0,22.0,0.0,6.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,6.0,2.0,3.0,1.0,4.0,9.0,2.0,6.0,4.0,6.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,10.0,6.0,12.0,3.0,6.0,7.0,6.0,2.0,22.0,0.0,6.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,6.0
0,6.22455842928,1,6,5,7.42714413341,6.89568269775,1971,232.0,6.18208490672,0.0,3.09104245336,0,0.69314718056,0,0.0,6.18208490672,4,2008,0,0,96.0,1971.0,1,1.0,1971,387.0,0.0,0,0,0,5.57972982599,0,2,3.0,1.0,1.0,4.0,9.0,2.0,6.0,3.0,7.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,3.0,4.0,2.0,10.0,6.0,6.0,2.0,6.0,5.0,3.0,2.0,3.0,0.0,9.0,2.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0,3.0,1.0,1.0,4.0,9.0,2.0,6.0,3.0,7.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,3.0,4.0,2.0,10.0,6.0,6.0,2.0,6.0,5.0,3.0,2.0,3.0,0.0,9.0,2.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0
0,4.70953020131,0,6,7,8.62819774946,7.08924315503,1998,0.0,6.99301512293,0.0,4.11087386417,0,0.69314718056,0,0.0,6.80461452006,7,2008,98,0,901.0,1979.0,1,0.0,1920,0.0,0.0,0,0,0,0.0,0,4,2.0,1.0,1.0,0.0,5.0,0.0,6.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,5.0,2.0,2.0,6.0,6.0,7.0,2.0,6.0,6.0,0.0,1.0,6.0,3.0,12.0,2.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,5.0,0.0,6.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,5.0,2.0,2.0,6.0,6.0,7.0,2.0,6.0,6.0,0.0,1.0,6.0,3.0,12.0,2.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,0.0
0,6.39859493454,1,5,5,7.56060116277,7.21964204013,1971,376.0,6.64118216974,1.0,3.21887582487,0,0.69314718056,240,0.0,6.64118216974,6,2007,36,0,294.0,1971.0,1,2.0,1971,471.0,0.0,0,0,0,6.08904487545,0,2,3.0,1.0,1.0,4.0,9.0,2.0,6.0,3.0,7.0,3.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,4.0,5.0,2.0,10.0,6.0,6.0,2.0,6.0,5.0,3.0,2.0,3.0,0.0,8.0,5.0,2.0,4.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0,3.0,1.0,1.0,4.0,9.0,2.0,6.0,3.0,7.0,3.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,4.0,5.0,2.0,10.0,6.0,6.0,2.0,6.0,5.0,3.0,2.0,3.0,0.0,8.0,5.0,2.0,4.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0
0,6.52062112756,1,6,5,9.29099827499,7.38087903556,1998,0.0,6.83195356557,0.0,4.61512051684,0,0.69314718056,0,0.0,6.83195356557,7,2008,36,0,926.0,1997.0,2,2.0,1997,0.0,0.0,0,0,1,6.15485809402,0,3,2.0,3.0,1.0,4.0,12.0,4.0,6.0,4.0,7.0,6.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,13.0,6.0,15.0,2.0,6.0,6.0,6.0,2.0,15.0,0.0,9.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,6.0,2.0,3.0,1.0,4.0,12.0,4.0,6.0,4.0,7.0,6.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,13.0,6.0,15.0,2.0,6.0,6.0,6.0,2.0,15.0,0.0,9.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,6.0
0,0.0,0,4,7,7.54486106866,6.44730586254,1972,0.0,6.44730586254,1.0,3.09104245336,0,0.69314718056,88,0.0,6.44730586254,3,2008,0,0,135.0,1979.0,1,0.0,1972,495.0,0.0,0,0,0,0.0,0,1,2.0,1.0,1.0,0.0,13.0,0.0,6.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,1.0,5.0,5.0,3.0,3.0,5.0,2.0,14.0,6.0,2.0,2.0,6.0,5.0,0.0,2.0,1.0,0.0,3.0,5.0,2.0,7.0,0.0,2.0,2.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,13.0,0.0,6.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,1.0,5.0,5.0,3.0,3.0,5.0,2.0,14.0,6.0,2.0,2.0,6.0,5.0,0.0,2.0,1.0,0.0,3.0,5.0,2.0,7.0,0.0,2.0,2.0,3.0,0.0,0.0,3.0,0.0
0,6.72743172485,1,7,6,9.2750038853,7.41577697542,1996,0.0,6.71901315439,1.0,3.78418963392,0,0.69314718056,158,0.0,6.68461172767,6,2009,61,0,70.0,1996.0,2,2.0,1996,385.0,344.0,0,0,1,6.31173480915,0,3,2.0,5.0,1.0,4.0,12.0,3.0,6.0,4.0,7.0,6.0,4.0,5.0,2.0,4.0,2.0,4.0,8.0,5.0,3.0,5.0,3.0,4.0,13.0,6.0,15.0,3.0,7.0,7.0,6.0,2.0,17.0,0.0,1.0,5.0,3.0,7.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,6.0,2.0,5.0,1.0,4.0,12.0,3.0,6.0,4.0,7.0,6.0,4.0,5.0,2.0,4.0,2.0,4.0,8.0,5.0,3.0,5.0,3.0,4.0,13.0,6.0,15.0,3.0,7.0,7.0,6.0,2.0,17.0,0.0,1.0,5.0,3.0,7.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,6.0
0,5.95324333429,0,6,8,8.38958706681,7.02019070831,1950,0.0,6.59987049921,0.0,3.7135720667,0,0.69314718056,0,0.0,6.4754327167,6,2006,0,0,648.0,1990.0,1,2.0,1920,0.0,0.0,0,0,0,6.08904487545,0,2,2.0,1.0,1.0,4.0,8.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,2.0,7.0,6.0,7.0,2.0,6.0,6.0,3.0,2.0,6.0,0.0,5.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0,2.0,1.0,1.0,4.0,8.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,2.0,7.0,6.0,7.0,2.0,6.0,6.0,3.0,2.0,6.0,0.0,5.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0
0,0.0,0,6,7,8.69968140099,6.8079349437,2004,0.0,6.8079349437,0.0,3.93182563272,0,0.69314718056,0,0.0,6.78558764501,4,2009,0,0,884.0,1926.0,1,1.0,1926,0.0,0.0,0,0,0,5.19849703127,105,2,2.0,1.0,1.0,4.0,6.0,2.0,6.0,3.0,1.0,6.0,4.0,4.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,6.0,3.0,2.0,6.0,6.0,3.0,2.0,4.0,0.0,7.0,5.0,3.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0,2.0,1.0,1.0,4.0,6.0,2.0,6.0,3.0,1.0,6.0,4.0,4.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,6.0,3.0,2.0,6.0,6.0,3.0,2.0,4.0,0.0,7.0,5.0,3.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0
0,0.0,0,5,6,8.36194190614,6.54391184556,2002,0.0,6.54391184556,0.0,3.7135720667,0,0.69314718056,0,0.0,6.08904487545,4,2007,0,0,75.0,1990.0,1,1.0,1913,365.0,0.0,0,0,1,5.86646805693,34,2,2.0,1.0,1.0,5.0,7.0,2.0,6.0,3.0,6.0,6.0,4.0,3.0,1.0,2.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,4.0,7.0,6.0,1.0,3.0,6.0,4.0,3.0,2.0,18.0,3.0,6.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,5.0,3.0,6.0,2.0,1.0,1.0,5.0,7.0,2.0,6.0,3.0,6.0,6.0,4.0,3.0,1.0,2.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,4.0,7.0,6.0,1.0,3.0,6.0,4.0,3.0,2.0,18.0,3.0,6.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,5.0,3.0,6.0
0,6.24027584517,0,6,8,9.42181611842,7.08757370556,2000,0.0,6.52941883826,0.0,4.21950770518,800,0.69314718056,0,0.0,6.52941883826,7,2009,46,0,684.0,2005.0,1,2.0,1920,0.0,0.0,0,0,0,6.27098843186,0,3,2.0,3.0,1.0,4.0,6.0,2.0,6.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,5.0,5.0,3.0,5.0,6.0,4.0,5.0,6.0,7.0,3.0,6.0,6.0,3.0,2.0,5.0,4.0,8.0,5.0,2.0,7.0,1.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0,2.0,3.0,1.0,4.0,6.0,2.0,6.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,5.0,5.0,3.0,5.0,6.0,4.0,5.0,6.0,7.0,3.0,6.0,6.0,3.0,2.0,5.0,4.0,8.0,5.0,2.0,7.0,1.0,2.0,2.0,4.0,0.0,0.0,3.0,6.0
0,0.0,0,10,5,9.64419855459,7.78447323574,2008,200.0,7.78447323574,1.0,4.66343909411,0,0.69314718056,0,0.0,8.03754318512,10,2009,72,0,788.0,2008.0,2,3.0,2008,1767.0,539.0,0,170,2,6.51174532964,0,2,5.0,1.0,1.0,4.0,12.0,4.0,6.0,5.0,6.0,6.0,4.0,5.0,2.0,5.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,13.0,6.0,12.0,4.0,7.0,7.0,6.0,2.0,24.0,0.0,1.0,5.0,4.0,7.0,0.0,5.0,2.0,4.0,0.0,5.0,3.0,6.0,5.0,1.0,1.0,4.0,12.0,4.0,6.0,5.0,6.0,6.0,4.0,5.0,2.0,5.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,13.0,6.0,12.0,4.0,7.0,7.0,6.0,2.0,24.0,0.0,1.0,5.0,4.0,7.0,0.0,5.0,2.0,4.0,0.0,5.0,3.0,6.0
0,0.0,0,4,4,9.40170425675,7.273092596,1955,270.0,7.273092596,0.0,4.53259949315,0,1.09861228867,0,0.0,7.273092596,8,2008,0,0,1307.0,1979.0,2,0.0,1955,133.0,0.0,0,0,0,0.0,0,4,3.0,1.0,1.0,0.0,12.0,0.0,3.0,3.0,6.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,5.0,5.0,3.0,2.0,5.0,4.0,13.0,6.0,5.0,1.0,6.0,5.0,0.0,2.0,5.0,0.0,12.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,12.0,0.0,3.0,3.0,6.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,5.0,5.0,3.0,2.0,5.0,4.0,13.0,6.0,5.0,1.0,6.0,5.0,0.0,2.0,5.0,0.0,12.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,0.0
0,6.10031895202,0,5,7,8.73889570493,7.36137542898,1992,0.0,7.02908756415,0.0,3.97029191355,0,0.69314718056,0,0.0,6.98378996526,8,2008,0,0,1078.0,1930.0,2,2.0,1930,0.0,0.0,0,0,1,5.88887795833,0,3,2.0,1.0,1.0,4.0,5.0,2.0,6.0,3.0,3.0,6.0,4.0,3.0,2.0,2.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,2.0,6.0,6.0,7.0,2.0,6.0,6.0,3.0,2.0,4.0,0.0,3.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,5.0,3.0,6.0,2.0,1.0,1.0,4.0,5.0,2.0,6.0,3.0,3.0,6.0,4.0,3.0,2.0,2.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,2.0,6.0,6.0,7.0,2.0,6.0,6.0,3.0,2.0,4.0,0.0,3.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,5.0,3.0,6.0
0,0.0,0,7,5,8.27461194621,7.13807303404,2007,72.0,7.13807303404,0.0,3.98898404656,0,0.69314718056,144,0.0,7.13807303404,6,2007,16,0,1258.0,2007.0,2,3.0,2006,0.0,0.0,0,0,1,6.4754327167,0,2,3.0,1.0,1.0,4.0,7.0,4.0,6.0,5.0,6.0,6.0,4.0,5.0,2.0,4.0,2.0,1.0,5.0,5.0,3.0,4.0,9.0,4.0,9.0,6.0,14.0,3.0,6.0,6.0,6.0,2.0,16.0,0.0,3.0,6.0,3.0,7.0,0.0,2.0,2.0,4.0,0.0,5.0,3.0,6.0,3.0,1.0,1.0,4.0,7.0,4.0,6.0,5.0,6.0,6.0,4.0,5.0,2.0,4.0,2.0,1.0,5.0,5.0,3.0,4.0,9.0,4.0,9.0,6.0,14.0,3.0,6.0,6.0,6.0,2.0,16.0,0.0,3.0,6.0,3.0,7.0,0.0,2.0,2.0,4.0,0.0,5.0,3.0,6.0
0,6.88346258641,1,7,5,9.07692325854,7.55433482373,1995,0.0,6.83947643823,1.0,4.26267987704,0,0.69314718056,144,0.0,6.82001636467,8,2008,133,0,273.0,1994.0,2,2.0,1994,642.0,0.0,0,0,1,6.20253551719,0,4,2.0,1.0,1.0,4.0,12.0,2.0,6.0,4.0,7.0,6.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,13.0,6.0,15.0,3.0,6.0,7.0,6.0,2.0,17.0,0.0,9.0,5.0,3.0,7.0,0.0,2.0,2.0,3.0,0.0,4.0,3.0,6.0,2.0,1.0,1.0,4.0,12.0,2.0,6.0,4.0,7.0,6.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,13.0,6.0,15.0,3.0,6.0,7.0,6.0,2.0,17.0,0.0,9.0,5.0,3.0,7.0,0.0,2.0,2.0,3.0,0.0,4.0,3.0,6.0
0,0.0,0,6,5,9.19583568577,7.43248380792,1956,0.0,7.43248380792,0.0,4.3040650932,0,0.69314718056,0,0.0,7.27031288608,7,2009,0,0,1436.0,1956.0,1,2.0,1956,0.0,0.0,0,0,1,6.17586727011,0,3,2.0,3.0,1.0,4.0,6.0,2.0,6.0,3.0,6.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,6.0,12.0,2.0,6.0,6.0,6.0,2.0,5.0,3.0,11.0,5.0,2.0,7.0,0.0,5.0,2.0,4.0,0.0,5.0,3.0,6.0,2.0,3.0,1.0,4.0,6.0,2.0,6.0,3.0,6.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,6.0,12.0,2.0,6.0,6.0,6.0,2.0,5.0,3.0,11.0,5.0,2.0,7.0,0.0,5.0,2.0,4.0,0.0,5.0,3.0,6.0
0,0.0,1,6,6,9.71069132745,7.5438028675,2002,0.0,7.5438028675,0.0,4.92725368516,0,0.69314718056,0,0.0,7.32514895796,6,2010,0,0,557.0,1966.0,2,2.0,1966,247.0,713.0,0,0,1,6.36130247757,0,2,2.0,3.0,1.0,4.0,11.0,4.0,6.0,3.0,6.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,9.0,5.0,3.0,5.0,5.0,4.0,11.0,6.0,12.0,3.0,4.0,5.0,6.0,2.0,11.0,0.0,3.0,5.0,3.0,6.0,0.0,2.0,2.0,4.0,0.0,5.0,3.0,6.0,2.0,3.0,1.0,4.0,11.0,4.0,6.0,3.0,6.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,9.0,5.0,3.0,5.0,5.0,4.0,11.0,6.0,12.0,3.0,4.0,5.0,6.0,2.0,11.0,0.0,3.0,5.0,3.0,6.0,0.0,2.0,2.0,4.0,0.0,5.0,3.0,6.0
0,6.83625927728,1,7,5,9.32500744695,7.54274354537,1999,0.0,6.86380339145,0.0,4.2341065046,0,0.69314718056,89,0.0,6.83625927728,10,2006,0,0,930.0,1998.0,2,2.0,1998,0.0,0.0,0,0,1,6.06842558824,0,4,2.0,3.0,1.0,4.0,12.0,4.0,6.0,4.0,7.0,6.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,13.0,6.0,15.0,3.0,6.0,6.0,6.0,2.0,15.0,0.0,9.0,5.0,3.0,7.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,6.0,2.0,3.0,1.0,4.0,12.0,4.0,6.0,4.0,7.0,6.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,13.0,6.0,15.0,3.0,6.0,6.0,6.0,2.0,15.0,0.0,9.0,5.0,3.0,7.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,6.0
0,6.39191711339,0,6,6,9.05963375455,7.22766249873,1950,0.0,6.66057514984,0.0,3.93182563272,0,0.69314718056,0,0.0,6.66057514984,7,2006,0,0,780.0,1937.0,2,1.0,1937,0.0,0.0,0,0,1,5.29330482472,0,3,2.0,1.0,1.0,4.0,5.0,2.0,6.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,5.0,5.0,2.0,6.0,6.0,7.0,2.0,6.0,6.0,3.0,1.0,2.0,0.0,3.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,5.0,3.0,6.0,2.0,1.0,1.0,4.0,5.0,2.0,6.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,5.0,5.0,2.0,6.0,6.0,7.0,2.0,6.0,6.0,3.0,1.0,2.0,0.0,3.0,5.0,2.0,7.0,0.0,2.0,2.0,4.0,0.0,5.0,3.0,6.0
